	address	RestaurantID	Checkins	Recommended	Name	range	Rating	Reviews
605	1717 S Rural Rd	FOIXozPYq11mU407XIpv_A	4.0	At your own risk	3 Margaritas	3.0	3.0	11
606	100 S Mill Ave	1hkksm102yQY1DyfTPSzmA	928.0	Worth Visiting	Monti's La Casa Vieja	3.0	3.4	253
607	927 E University Dr	U2W22Vy1oSs4G7W-2vdQ4w	281.0	At your own risk	Thai Rama	3.0	3.4	108
608	526 Mill Ave	3vOWSanFt56CwRJOE9Kj_g	1856.0	Worth Visiting	World Of Beer	3.0	3.2	213
609	1815 E Elliot Rd	l_4c__U60fVeTe4IYZBR3w	145.0	Worth Visiting	Biscuits	4.0	3.8	81
610	1721 E Warner Rd	ogcWPQvYDGlCHLkGOBjv4A	10.0	At your own risk	The Magic Wok	4.0	3.9	7
611	11 E 6th St	Nf1ZtgHwg0Mu5lOaJYgDGQ	727.0	Worth Visiting	Slices	4.0	3.6	109
612	2000 E Rio Salado Pkwy, Ste 2105	WEoivlVObGE03PiWvVvXYA	774.0	At your own risk	Cadillac Ranch	2.0	2.3	175
613	26 E University Dr	wk49hcW-f1VZG1CeWBzCMg	109.0	At your own risk	Bad Mother Cluckers	4.0	3.6	42
614	414 S Mill Ave, Ste 114	BaPKO2rV_uaOtRliKtaFcQ	187.0	At your own risk	Silver Mine Subs	4.0	3.5	46
615	933 E University Dr, Ste 106	nmFmOu9UuMcwghDV-IT-og	283.0	At your own risk	The Flame Broiler	4.0	4.1	22
616	804 S Ash Ave	sKWZ_tAOVMZoC4Qk8_Bd4A	293.0	Worth Visiting	Otto Pizza & Pastry	4.0	4.3	138
617	414 S Mill Ave, Ste 118	F4zvnOsgjEV9aVbKqBYRng	233.0	At your own risk	4one4 Pizza	3.0	3.4	129
618	2126 E Apache Blvd	5Jf-9U16kMW-o2k8OUvTLg	70.0	Worth Visiting	Golden Restaurant and Bakery	5.0	4.7	53
619	930 W Broadway Rd, Ste 11	gMJRFH_zFh_UrQeU5KHvng	2.0	Its your say finally!	Rice King Restaurant	2.0	1.9	10
620	Arizona State University, Memorial Union Room M182	9uhQx8mHK-C1h-cPoDnStA	163.0	Its your say finally!	Einstein Bros Bagels	3.0	2.6	18
621	640 S Mill Ave, Ste 110	UJb1PrUWDFfuzwUPc1pP4Q	1972.0	Must Visit!	El Hefe	3.0	3.0	413
622	1674 E Southern Ave	1pytOeO_PhT4EVpk2MXQBA	115.0	At your own risk	Taco Bell	3.0	3.4	21
623	2405 E University Dr	FtLibezRe7HsT13BLpR-Dg	225.0	Worth Visiting	Susie's Mexican Cafe	4.0	3.6	100
624	777 S College Ave	4A_KR6E3ziZvuNVruEJ2lA	9.0	Its your say finally!	Baja Fresh Express	2.0	1.7	3
625	2000 East Rio Salado Pkwy	IRpZS7EmmBeSM7oBnDd5iw	237.0	At your own risk	Jimmy John's	3.0	3.4	45
626	2000 E Rio Salado Pkwy	eo3_XpZegejq_V-tAHAaVA	6.0	At your own risk	Salad Creations	4.0	3.8	4
627	4 E University Dr	3RrBdVGWWMxZhVvisrEDKA	86.0	At your own risk	Diverti Bar and Grill	3.0	3.1	18
628	788 E Baseline Rd	yvwK4MO2qnSZE5ggYGyk1A	391.0	Worth Visiting	Flo's	4.0	3.7	240
629	960 E University Drive	mW97sJ9JVjs_REfp6XjRhQ	1117.0	Worth Visiting	Raising Cane's	4.0	3.8	182
630	5000 S Arizona Mills Cir	JVYtwesjVNYNJvAruBOB6A	18.0	Its your say finally!	Green Leaf's Beyond Great Salad	2.0	2.1	13
631	1030 W Broadway Rd	0uhgtpLf__CnZB1ggPVzSQ	4.0	Its your say finally!	Mr Burrito	2.0	2.2	4
632	1825 E Baseline Rd, Ste 2	alWRFbDdU3_F1c2C4nG2dw	18.0	At your own risk	Mandarin House	3.0	3.3	42
633	805 W Baseline Rd, Ste 3	wxqx3Jxlfo9qTtIQ782fdQ	16.0	Its your say finally!	Subway	2.0	1.8	7
634	1300 E 8th St, Ste 100	4jPerp3OfFiWgBPQi8SOUw	245.0	Worth Visiting	Infusion Coffee & Tea	4.0	4.4	117
635	1314 S Rural Rd	Sz33V_SCMJw9fhnIOpZrmQ	12.0	At your own risk	El Pollo Loco	4.0	4.0	7
636	1125 S Terrace Rd	mBFGYVLh588BrvfmGsOhrA	112.0	At your own risk	Dragon Flame Chinese Grill	4.0	4.0	20
637	1250 E Apache Blvd	LIIZ-Mjqj2da2YigHy73Jw	16.0	Its your say finally!	Eddie's Pizza And Lounge	3.0	2.6	28
638	240 E Orange Mall	2YDCiSR77FZV5_L0UcaGbA	38.0	At your own risk	E2	3.0	3.0	14
639	815 W University Dr	db12Hn9hdoE-Ne4_NsVKSw	502.0	Worth Visiting	Taco Shack	4.0	3.8	120
640	2700 S Mill Ave	n_xqf8Es-k2XBOneXfYGRg	5.0	At your own risk	Quartiere	3.0	2.9	15
641	942 E Broadway Rd	vY4MVT7UoQzlDHwhB8QlPA	42.0	Its your say finally!	Jack in the Box	2.0	2.4	13
642	715 W Baseline Rd, Ste 2	FlSC47gipnoXP64XMOXxcA	191.0	Must Visit!	Sweet Dessert Café	5.0	4.5	137
643	1639 E Apache Blvd	WN5ON423ZCOy3_4F6XYikA	253.0	At your own risk	Long Wong's At the Firehouse	3.0	2.9	58
644	3330 S Price Rd, Ste 101	4fbH3Yr1D5r5-QD-HReDlg	691.0	Worth Visiting	Dilly's Deli	4.0	4.1	129
645	912 E Apache Blvd	w95B_YptshIE_y68NTyylQ	139.0	At your own risk	Taco Bell	3.0	3.0	32
646	1825 E University Dr	fZSvBAEDfnHskfbDBizjBw	5.0	At your own risk	Theo's Spartan Grill	3.0	3.0	4
647	1857 N Scottsdale Rd	oXtNK3A31VrWb43gLnEPdA	26.0	Worth Visiting	MAS Peruvian Restaurant & Bar	4.0	4.3	50
648	730 E Guadalupe Rd, Ste 101	LxNoSrtJYB7HvP5I-8p-Ow	325.0	Worth Visiting	Andrew's BBQ	4.0	3.9	136
649	1730 E Elliot Rd	VB-Cw7YKC9SWlzR4KUyGlA	126.0	At your own risk	Boston's Bar & Grille	3.0	3.2	36
650	5025 S Arizona Mills Cir	6Rrlg6hnM0ir7ijhKG2ybA	101.0	At your own risk	5 & Diner	3.0	3.1	31
651	400 W University Dr	tJyXQ8xziSqK7dtB0Md3mw	247.0	At your own risk	Boston's Restaurant & Sports Bar	3.0	2.8	65
652	1500 N Priest Dr	HmRtRrxieDpk2ANibPFPSA	64.0	Its your say finally!	City Market Deli	2.0	2.0	10
653	2189 E University Dr	Ffzhzidm9OesdEzR-MLuwg	626.0	At your own risk	Waffle House	3.0	3.2	74
654	1826 N Scottsdale Rd	uIE9H0cz2AvxorEqy5cZ0w	1184.0	Worth Visiting	Philly's Sports Grill	4.0	3.5	143
655	8830 S Kyrene Rd, Ste 106	XvYwUnuWEai7p-95cj8S1w	253.0	At your own risk	Barro's Pizza	3.0	3.2	34
656	6440 S Rural Rd	wd-pzPYNehT6QTsc1qr7pA	418.0	At your own risk	Serranos Mexican Food	3.0	3.3	128
657	6350 S McClintock Dr	IU31IE28AnAduEqJ5Gzvkg	363.0	At your own risk	Einstein Bros Bagels	3.0	3.2	44
658	555 N Scottsdale Rd	arFyWH26WkKjGEnh3FNXww	196.0	At your own risk	Wingstop	3.0	3.1	48
659	2000 E Rio Salado Pkwy, Ste 1041	iBihgoxc6Ot7m2D4D3z0QA	3358.0	Jewel of a place!	Thirsty Lion Gastropub & Grill	4.0	3.6	569
660	740 S Mill Ave	smheJ4YvpiMObas1mrfAjQ	4.0	At your own risk	Grilled Expedition On Mill Cafe	4.0	3.5	4
661	1323 W University Dr	SC6tscP1fuJXTmAd0tcoMQ	7.0	At your own risk	Big Belly's BBQ	3.0	3.4	12
662	131 E Baseline Rd	hq17ShjPKHnGn5DGnHrsXw	1387.0	Must Visit!	U.S. Egg	4.0	3.9	335
663	1015 S Rural Rd	DF6kMTHYuKKME_00AinR-w	329.0	Worth Visiting	Even Stevens Sandwiches	4.0	4.4	102
664	922 E Apache Blvd	hl_Iatne0Aehb9whpdH3cw	113.0	At your own risk	Sal's Pizza	3.0	3.1	48
665	501 S Mill Ave, Ste 101	pdF7iJgA4ViACgA4t1OymQ	13.0	At your own risk	Library Bar & Grill	3.0	2.9	39
666	100 S Mill Ave	2hO-2tBcwZOhsbf64LcfWw	87.0	At your own risk	Tempe's Front Porch	4.0	3.7	34
667	2000 E Rio Salado Pkwy	Z2L0j0MZ9m0IwaWmcvnxGQ	316.0	At your own risk	D'Arcy McGee's	3.0	2.6	78
668	1401-1525 W Elliot Rd	wHvhLj3aTaVgD27PdC6lIw	20.0	Its your say finally!	McDonald's	2.0	1.9	17
669	8747 S Priest Dr	lv8UKx6WzqCAdIakvFZNPQ	77.0	At your own risk	Gyros Express	4.0	3.7	16
670	1220 W Alameda Dr, Ste 101	X1twjafYxMCpKt2MqvY5Tw	513.0	Must Visit!	Morning Star Cafe	5.0	4.5	273
671	655 W Warner Rd	jYX-4_AJZGRttHy9daPuOQ	42.0	Worth Visiting	Hot Burrito Mexican Food	4.0	4.2	35
672	930 W Broadway Rd	QuybD_bJcAB2CHcpTfREYg	1536.0	Jewel of a place!	Detroit Coney Grill	5.0	4.6	546
673	8707 S Priest Dr, Ste 101	hIgGkG1JnHX4xmVuOgegDw	1112.0	Jewel of a place!	Forefathers Gourmet Cheesesteaks & Fries	4.0	4.3	377
674	1522 N Scottsdale Rd	uLtLJ9sbSYak2WwCb4jjDQ	84.0	At your own risk	Tropical Snowflake Raspados	4.0	4.0	32
675	2000 W Westcourt Wy	fE9SP84G6TZrv36FLbCy7w	984.0	Worth Visiting	Top of the Rock Restaurant	4.0	3.6	246
676	8545 S Emerald Dr	i631pRlq0u29VvaMshW67A	866.0	At your own risk	Main Event Entertainment	3.0	2.8	231
677	911 E Broadway Rd	x4RtR4O2lfRqUFLO0zifAw	10.0	At your own risk	Subway	3.0	3.0	3
678	5128 S Rural Rd	WMXEeBFSuzfvP9uK4B6ZwA	1.0	At your own risk	Hogi Yogi	3.0	3.0	3
679	3435 S McClintock Dr	rCiHu1nHXc0dqymEvKqSfw	164.0	At your own risk	Boston Market	4.0	3.5	31
680	1405 W Southern Ave	9MJDPVeLqAWLqdWF4Heqvg	152.0	At your own risk	Taco Nazo	3.0	2.9	56
681	1202 W Broadway Rd	DKrGFydT_4CrxM7iM2qm7A	17.0	At your own risk	Long John Silver's	4.0	3.7	3
682	3128 South Mill Avenue	7CQsM9nN53hOWRzBPSesJw	29.0	At your own risk	Papa Murphy's	4.0	4.2	11
683	640 S Mill Ave, Ste 118	Px4jJPkR56noH67rTku8aQ	92.0	Worth Visiting	Devil's Diner	4.0	4.2	27
684	1946 E University Dr	F-VyyskhdoAg1L7WEwpgVA	33.0	Worth Visiting	Wessen International Kitchen	4.0	4.4	51
685	1015 W Broadway Rd	V1hH7vAq5wNDo2P3z8zJLg	172.0	At your own risk	Palo Verde Lounge	4.0	3.9	55
686	1655 W Elliot	CaF9FC8GEBfDDbptPgkgBw	330.0	At your own risk	Applebee's Neighborhood Grill & Bar	3.0	2.5	84
687	9920 S Rural Rd, Ste 111	vDEmA4KkKgP5htnp9qMHbA	165.0	At your own risk	TOGO'S Sandwiches	4.0	4.0	28
688	222 E University Dr	prh-RlduJU3z3ynA5lU3Wg	1778.0	Must Visit!	Original ChopShop	4.0	3.8	395
689	4427 S Rural Rd, Ste 3	BngVzrOVcYoCTmPT7CpIlg	63.0	At your own risk	Pita Licious	4.0	4.0	41
690	9845 S Priest Dr	t61eGISz7qMOxEe7o3vwEw	710.0	Jewel of a place!	Perfect Pear Bistro	4.0	4.4	327
691	2100 S Priest Dr	iJ4asegD61MbFZ16CYI5mw	75.0	At your own risk	Milagros Restaurant	3.0	3.1	14
692	660 S College Ave, Fl 2	P5VtqamycWfDkS2_v-qU_Q	20.0	Worth Visiting	Pitchforks & Corks	5.0	4.5	13
693	35 E 9th St	5Xzjb7ATQHCozQGedQTiyA	251.0	At your own risk	Sacks Sandwiches - ASU	4.0	3.5	42
694	227 E Baseline Rd	vcMD6mZfvjtAxuCMoAfSNA	382.0	Worth Visiting	My Big Fat Greek Express	4.0	3.7	88
695	1290 S Normal Ave	qGqMAC1r7fStx1qJkFsyOQ	1.0	Its your say finally!	Sun Devil Dining	2.0	2.3	3
696	117 E 5th St	4cuvlrnhnLA9r2TOmwSvfw	20.0	At your own risk	Erbert And Gerbert's	3.0	3.3	27
697	2000 E Rio Salado Pkwy	iWGO0_z8Rdwd3ZViapwRhg	91.0	Its your say finally!	Panera Bread	3.0	2.6	37
698	6340 S Rural Rd, Ste 120	WulCmMT3OpYjqms71v-A2Q	7.0	At your own risk	Culinary Solutions Cafe	4.0	3.6	11
699	777 South College Dr, Ste 103	F5iUtmlMqPva4aUDz6xK6g	60.0	At your own risk	Port of Subs	4.0	3.9	24
700	1765 E University Dr	ZxEvVRbOltIF0fua5SQssg	15.0	Worth Visiting	The Human Bean Tempe	5.0	4.9	16
701	1714 E Guadalupe Rd	GibwaDiqJJ_62x0h3oCyxA	123.0	Its your say finally!	Panda Express	2.0	2.3	26
702	1015 S Rural Rd	Crhm6oKCj7raPlakwltbVQ	155.0	Worth Visiting	Ahipoki Bowl	4.0	4.2	97
703	1330 E Apache Blvd	SvNzj0dE6UMFfp55bIze_A	122.0	At your own risk	Big Jimmy's	3.0	3.3	107
704	2000 E Rio Salado Pkwy	qpARa33W5bzzn-M7xBbotA	154.0	At your own risk	Slices	3.0	3.3	54
705	681 E Apache Blvd, Ste 107	7gioEp7-iwcexseCiXZWqA	47.0	Worth Visiting	Big City Burrito	5.0	4.8	4
706	1043 E Lemon St	IlYNJUylnAinXsuytty70Q	1.0	Worth Visiting	Chen's Noodle House	5.0	4.6	5
707	950 S Mill Ave	O4YxrrQ8Rg1Kc4Mel3cAyg	80.0	Its your say finally!	Subway	2.0	2.5	15
708	300 S Ash Ave	EVbEdWYLE9GDpVG97MGw-w	1091.0	Worth Visiting	Macayo's Depot Cantina	3.0	3.1	290
709	603 West University Dr	2VdCHCPFzow7zcBSaPMbKA	197.0	Worth Visiting	Perfect Pear Bistro	4.0	4.3	124
710	1001 E. 8th St.	3TxhQKVNLKqRKITPrZQlGg	73.0	At your own risk	Trailer Park Restaurant	3.0	3.2	27
711	3126 S Mill Ave	PhMfnMldVKXo7HqHw6DSrg	344.0	Worth Visiting	DaYung's Tea	5.0	4.8	81
712	440 W Warner Rd, Ste 104	Nh5gWjOzKQOb8kSq48uaoA	31.0	Worth Visiting	Cafe Greco	4.0	4.4	16
713	5000 S Arizona Mills Cir	pFc8lUoe8p30_QHm7dX4rg	37.0	Its your say finally!	Red Ribbon Bakeshop	3.0	2.8	11
714	1600 W Broadway Rd	kpJinFc_7yTK9v7iYhLxqw	34.0	At your own risk	Wendys	3.0	3.2	5
715	1818 E Elliot Rd	DpSuDR5AT7DF0QZhNUD2Aw	208.0	At your own risk	Freddy's Frozen Custard And Steakburgers	4.0	3.9	57
716	960 W University Dr, Ste 108	0pMsVlUu_MbFqmvbA8F79Q	1484.0	Must Visit!	Cheba Hut	4.0	3.7	357
717	2000 E Rio Salado Pkwy, Ste 1151	xxo0GsAFxQzUGStmCG6jWw	1459.0	Must Visit!	Genghis Grill	3.0	3.5	323
718	1290 S Normal Ave	WrkOKBHkRxhBVpX8qu7zDA	27.0	Its your say finally!	Freshii	3.0	2.6	14
719	1045 E Lemon St, Ste A	G6V99_DIFF10uTDSmTklpA	3.0	At your own risk	Shawarma Paradise	4.0	4.1	9
720	405 W University Dr, Ste 101	puQ2WGO0L2KvKqNQCJYZRw	180.0	Must Visit!	Loving Hut Tempe	5.0	4.7	124
721	414 S Mill Ave, Ste 115	4K5NUsinIgtq-yuxdp2HdA	1645.0	Must Visit!	Fuzzy's Taco Shop	3.0	3.5	316
722	8825 S Jewel St	ZGHynQJk7RagG2uNNAMynw	83.0	Its your say finally!	Carl's Jr.	2.0	2.1	13
723	680 S Mill Ave	vhIJ91MDgUuk4Cr9Kpj1Nw	350.0	At your own risk	Jimmy John's	3.0	3.3	122
724	1701 E Warner Rd	n1AWiP49A5ROroNnbtm0ow	232.0	Worth Visiting	The Oink Cafe	4.0	3.7	194
725	909 E Lemon St	DHoUaeL5XqRX083cptIHBA	6.0	Worth Visiting	Lemon Street Tacos	4.0	4.4	9
726	1775 W University Dr, Ste 130	hH36Av7cncv499KS3kjcXg	424.0	Worth Visiting	Arizona Sandwich Co & Catering	4.0	4.0	116
727	1375 W. Elliott	VwwwBUwayQOi6tc3ATeKlA	590.0	At your own risk	Red Robin Gourmet Burgers	3.0	2.9	100
728	1513 E Apache Blvd	2GmGT-7QjowR1ihup3FbVA	2101.0	Jewel of a place!	Haji-Baba	4.0	4.4	720
729	555 N Scottsdale Rd, Ste 105	q6igRYs2UTO-4nTwlttrAQ	404.0	At your own risk	Pancheros Mexican Grill	3.0	3.1	93
730	3102 S Mill Ave	OZwIcrbQy2LLMuXEtPumeQ	28.0	Its your say finally!	Jack in The Box	2.0	1.6	8
731	780 W Elliot Rd, Ste 104	2q2gGuigGrCFmx3juLAVww	319.0	Worth Visiting	Mika's Greek	4.0	4.0	126
732	4715 S Rural Rd, Ste 104	lamNK6ivdxNxlCnLu_uqBw	148.0	At your own risk	Tokyo Joe's	4.0	3.5	58
733	1392 W Elliot Rd	h8ZB8cLiPo3x2f1fZr7e-A	75.0	At your own risk	Arby's Roast Beef	4.0	3.8	16
734	398 S Mill Ave	Hr5h_LG9TMBLlFz_Oici0A	1068.0	Must Visit!	Caffe Boa	3.0	3.4	522
735	1740 E Elliot Rd	Msp69CY6JdXTY9guRx-qkQ	177.0	At your own risk	McDonald's	4.0	3.6	25
736	690 South Mill Ave.	tS2Y2hMWZMvwjiY3z6LuUg	2.0	Its your say finally!	Regions Bistro & Bar	2.0	2.4	24
737	4400 S Rural Rd	Cv3NIg9Ahl-x86riaalXSA	20.0	At your own risk	The Dinner Detective Murder Mystery Dinner Show	3.0	3.4	25
738	51 W Southern Ave	lcbvgL5Sgx8ibQEhtbAEdg	28.0	At your own risk	Fifty One West	4.0	4.2	17
739	843 W University Dr	EIvHIqxB1n7lfECTt8Ssuw	11.0	At your own risk	Papa John's Pizza	3.0	3.2	9
740	2000 E Rio Salado Pkwy	CO8MpD1bSkBPArXKBKkIfA	421.0	Worth Visiting	Noodles & Company	4.0	3.5	109
741	1020 S Mill Ave	xZhCCireQYwcRHh5Nc1Vkw	14.0	At your own risk	3 Roots Coffee House and Cafe	4.0	3.7	39
742	1006 E Warner Rd, Ste 113	tkSk6jdenjbYEcqSchFR7g	180.0	Worth Visiting	Sushi Kee	4.0	3.9	62
743	1101 West University Dr, Ste 101	-xIrVu_7prj_0GDl1tds1w	84.0	Worth Visiting	Los Dos Diablitos	5.0	4.6	70
744	2070 E Apache Blvd	u9va4ksYFYJe6FkXkHOo7Q	33.0	At your own risk	Ny Boyz Subz N Wingz	4.0	3.8	18
745	315 W Elliot Rd, Ste 107	f-7sTbx8u7c9t1-r_Fdoow	875.0	Must Visit!	AZ Bread	4.0	4.1	225
746	925 E Apache Blvd	GJ9CgvTBKaDb9qLFEBbzHg	30.0	Worth Visiting	ThaiTini	5.0	4.8	17
747	240 E Orange Mall	fRNCVV9fS-_-oW5S6ZmK9w	21.0	At your own risk	Chick-In	4.0	4.3	16
748	721 S Mill Ave	VYRxbF0fq_fdC5WCqCYCwA	119.0	Its your say finally!	Jack in the Box	1.0	1.4	33
749	630 E Southern Ave	GjjSC7aAXdff8jERc3URYw	256.0	At your own risk	Culver's	4.0	3.8	63
750	5150 S Rural Rd	h8XdexOcJlfLOwXIDtyalg	56.0	At your own risk	Cafe Rio	3.0	3.1	35
751	425 S Mill Ave, Ste 111	rof8X8-2R6Z2sLuDrr1OXg	143.0	Worth Visiting	Cornish Pasty Co	4.0	4.3	69
752	27 S Mcclintock Drive, Lot 15	s1500k_u6yScouzQ-RUb6A	344.0	At your own risk	Ruby Tuesday	3.0	3.1	93
753	1024 E Broadway Rd	ZdGWAv90dY81kpKzMLMvvA	242.0	At your own risk	Prankster's Gar and Brill	4.0	3.6	48
754	603 W University Dr	gPc4tXMS_wt4g2yVUmco8w	164.0	Worth Visiting	The Revival	4.0	4.1	73
755	951 East Playa Del Norte Dr	5LJ6wKhh7zuJn4XNei9rQA	161.0	At your own risk	W XYZ Bar	4.0	4.2	9
756	815 E Baseline Rd, Ste 118	iikAHVLZrZn7Zy1aEPD25A	916.0	At your own risk	Chipotle Mexican Grill	4.0	3.6	89
757	1402 S Priest Dr	QFHbUR4bY09yp2vO8QlICQ	31.0	At your own risk	Mary's Place	3.0	3.0	3
758	240 W Southern Ave	BUVgOVIeyipLxHdoDtBIoA	220.0	At your own risk	Rivas Mexican Food	3.0	3.2	45
759	1320 W Elliot Rd, Ste 102	gDOuHjntsN37XEjROoQ2Aw	1759.0	Jewel of a place!	Santa Madre Taco Shop	4.0	4.4	373
760	1410 W University Dr	TSReAmFxNVCZggcx49Gf3A	182.0	At your own risk	Rally's	3.0	2.7	69
761	777 S College Ave	feu6_wWLD5l_2Ha3In_ENA	67.0	Worth Visiting	My Pie Pizza	4.0	4.4	47
762	930 W Broadway Rd, Ste 11	Jzth-y32SyvOhJNgbIPTqQ	1910.0	Jewel of a place!	Hummus Xpress	5.0	4.5	475
763	5000 S Arizona Mills Cir	SIVi2UQp1UT0lMIoqHP0QA	688.0	At your own risk	Rainforest Cafe	2.0	2.4	293
764	1340 E 8th St, Ste 104	JzOp695tclcNCNMuBl7oxA	12703.0	Jewel of a place!	Four Peaks Brewing	4.0	4.3	1965
765	1872 E Apache Blvd	yet0Pww_ouW49T7V41ecSw	1459.0	Jewel of a place!	The Dhaba	4.0	3.9	521
766	1017 E Apache Blvd	W7hCuNdn2gzehta6eSHzgQ	133.0	Its your say finally!	Pete's Fish & Chips	2.0	1.9	83
767	920 E University Dr, Ste 104	_BJdRw73rGb35ofd3ElTUA	18.0	Worth Visiting	YS Restaurant	4.0	4.4	25
768	1490 E Weber Dr	ImLXYkhmd9ELwL3b9xAmsQ	4.0	Worth Visiting	Tempe Meadows	4.0	4.4	7
769	1850 E Warner Rd	SWhHaWFuijy_KDs0zVCJog	1679.0	Jewel of a place!	RigaTony's Authentic Italian	4.0	4.0	560
770	216 E University Dr	ssZx3Jzhme38YTbLzaDY6Q	5.0	At your own risk	Mamacita's Cantina	3.0	3.2	4
771	1000 E Apache Blvd	NNkMbPtBCGelD2_hNxH0og	10.0	Worth Visiting	The Shire Cafe	5.0	5.0	3
772	414 S Mill Ave, Ste 114	MOUW8p7oXI08InzvSJwMYg	45.0	Worth Visiting	Poke2U	5.0	4.7	45
773	440 W Warner Rd	Zt4ljpwfmBufatNM1zPNcQ	789.0	Must Visit!	Picazzo's Healthy Italian Kitchen	4.0	3.7	282
774	3318 S Mill Ave	cbbidA4huw2XQQWlmbUQgw	32.0	Its your say finally!	Cervantes Restaurant	3.0	2.6	23
775	240 W Southern Ave	VOzk2CKZMG5JeXSTZvIhYA	9.0	Its your say finally!	Torres Mexican Food	2.0	2.0	18
776	975 E Elliott Rd	KUIzGuOo6fw2cRAdgFhmew	14.0	At your own risk	Pizza Chicago	4.0	3.5	29
777	1401 West Southern Ave	-gcS8S7aiHTwYROMC5QP5A	243.0	At your own risk	Schlotzsky's	3.0	3.1	61
778	1212 E Apache Blvd	ePjHWTk1AzpYbuh4lFzhxg	119.0	Worth Visiting	Moroccan Paradise	4.0	4.2	128
779	227 S Smith Rd	366FaRQ1MWEHBhaEKTcriQ	1336.0	Jewel of a place!	Spinato's Pizza	4.0	4.4	530
780	1220 W Elliot Rd	65r0LP3I5sWH-1HXM6eQAg	86.0	Its your say finally!	Burger King	2.0	2.2	19
781	325 W Elliot Rd, Ste 101	PQTtKaBK_WdvLm-zp4fQ1g	60.0	At your own risk	Aachi Southindian Kitchen	4.0	3.9	29
782	1380 N Scottsdale Rd	bO_VQFG2hMMdgZiwbEY4bA	27.0	At your own risk	Subway	3.0	3.2	6
783	681 E Apache Blvd, Ste 102	4BZ7jlzQBAP94FZNyHr2dA	80.0	At your own risk	Jimmy John's	3.0	3.4	22
784	414 S Mill Ave, Ste 114	SoCVWvr5f5lYJEY_62bgAw	95.0	Worth Visiting	Bacus Bros Hotdogs and Beer	5.0	4.7	50
785	1100 S McAllister Ave	EX_daRmTI61Eq0kiXBuDsw	5.0	Its your say finally!	Charlie's Cafe	2.0	1.8	9
786	1726 E Southern Ave, Ste 3	d0v7c1SnmlEyK5TWfHCo8w	1.0	At your own risk	Capri Cafe	4.0	3.9	9
787	525 W Broadway Rd	uNYBY0-josscxkihdfovYA	47.0	Its your say finally!	Arby's	3.0	2.8	17
788	404 S Mill Ave, Ste 101	1zsM7weLS8fNHomDAqCh4Q	792.0	Worth Visiting	Blasted Barley Beer Company	4.0	3.7	217
789	20 W 6th St	Wnq5to0-jXyh0-_jRZ6VOQ	1488.0	Must Visit!	Z Tejas	4.0	3.6	276
790	3134 S Mill Ave	vyHjtNO4TgQSXi27i6Zmjg	13.0	At your own risk	Caribbean Palm Tempe	4.0	4.4	8
791	1707 W Warner Rd	XpnkPS-56dYTdjwC8RRLuw	32.0	Its your say finally!	Panera Bread	2.0	2.5	24
792	933 E University Dr	uLL2uKqYnPAFwBw11LzDUQ	213.0	Its your say finally!	Gus's New York Pizza	2.0	2.1	128
793	933 E University Dr	22so15K1aqikL9FHt37CSQ	498.0	At your own risk	DP Dough	4.0	3.5	90
794	1525 W Elliot Rd	SFF55aiTPLvxX5b4pbpvDA	47.0	Its your say finally!	Coco's Family Restaurant	3.0	2.6	10
795	325 W Elliot Rd, Ste 101	GyHJAwBQ58L3ORBLm0G-hg	248.0	At your own risk	India Grill	4.0	3.9	57
796	2000 E Rio Salado Pkwy	fZM_o3kKZ9mR-1pvBeow8A	9644.0	Worth Visiting	Tempe Marketplace	4.0	3.6	220
797	425 S Mill Ave	K8ZeT5Y5L0SDh18wO0ZOAQ	4.0	Its your say finally!	Famous Potato	2.0	1.8	9
798	526 S Mill Ave	km4B50FnxFX22hrtZRtiUg	13.0	Its your say finally!	Wasted Grain	2.0	2.0	3
799	325 W Elliot Rd, Ste 101	uaFhlzoJbiqlnkUgfSjpdA	41.0	At your own risk	Aachi South Indian Kitchen	3.0	3.0	61
800	909 E Elliot Rd	KgKEmnnzL2EvfLRv0Ep4RA	47.0	Its your say finally!	Garlic & Shots	2.0	2.1	31
801	1501 W Fountainhead Pkwy, Ste 140	Ct4daXJf_1yzJukZJeq33Q	115.0	Worth Visiting	Lucy's Fountainhead Cafe	4.0	4.5	15
802	1860 E Warner Rd	QbtJvTQfTFbPqBhjkI59BA	1240.0	Worth Visiting	Zipps Sports Grill	3.0	3.2	206
803	705 S Forest Ave	0o_JtYrz5FRVMcAEVmf42w	345.0	At your own risk	Grilled Ave Teriyaki House	4.0	3.6	85
804	225 W University Dr, Ste 101	NxjUiGBNgyDErKXnmQ3s3w	3262.0	Jewel of a place!	Cartel Coffee Lab	4.0	4.1	654
805	705 S Rural Ave, Ste 101	qiR7S83_7Du_XQyj_U0zWw	105.0	At your own risk	IHOP	3.0	2.9	53
806	1160 E University Dr	riM-pBsdqRRVXtAVbLfsxQ	2788.0	Jewel of a place!	Chompie's Deli	4.0	3.6	575
807	818 W Broadway Rd	0HSY1jGtyFuETZwaJN6rQQ	16.0	At your own risk	Hunan Express Chinese Restaurant	3.0	3.3	73
808	8000 S Priest Rd	8PBq-MHyLDrhkaTf72Foww	688.0	At your own risk	Dos Gringos	3.0	3.0	171
809	1743 E Broadway Rd	LiqKk5cteNMf46-JYvnwCw	18.0	At your own risk	Lucky Star Asian Dining	4.0	3.9	16
