	address	RestaurantID	Checkins	Recommended	Name	range	Rating	Reviews	
617	4625 Northfield Rd	W6_HAvErr18PWOyIUCDdSA	39.0	Its your say finally!	Burger King	2.0	2.0	3	
618	4572 Renaissance Pkwy	jcZXbQ96bznQyNIR0VxRtg	4.0	Worth Visiting	Davis Bakery & Deli	4.0	3.7	3	
619	2999 Payne Ave, Ste 145	cRTkev8c66o6q6v7FstjLA	113.0	Worth Visiting	Szechuan Cafe	4.0	3.8	33	
620	6066 State Rd	pw5B6BKQ4dWPzKesqn01NA	4.0	Worth Visiting	Tony's Pizza	4.0	3.8	6	
621	3765 Ridge Rd	Um68_R8V2r5OLOuksJXLnw	2.0	At your own risk	Famous Gyro George	3.0	3.2	4	
622	5451 Pearl Rd	QY1c64999GIxuXtzdFMbqQ	12.0	Worth Visiting	Mr. Chicken	4.0	4.1	9	
623	2017 E 9th St	wSAGILK2CFbq5BVZ5D67-A	214.0	Must Visit!	Adega	4.0	3.7	147	
624	8505-09 Madison Ave	dQwjYLmQXb06CpMPIpm5-g	226.0	Must Visit!	Villa Y Zapata	4.0	4.1	73	
625	3776 W 150th Street	OdLYPceRdj07gC378sruMw	26.0	At your own risk	Taco Bell	3.0	2.8	8	
626	West Side Market, 1979 W 25th St	18b_QEiqTD7cwJTLjNgw3g	63.0	At your own risk	Noodlecat	3.0	3.2	11	
627	11310-11314 Euclid Ave	jmTirQw-n4V_Z4g1-RE9iw	228.0	Must Visit!	Kung Fu Tea	4.0	4.3	35	
628	230 W Huron Rd	clmjilkPbjl3B5qRSHB1rQ	43.0	Its your say finally!	Auntie Anne's	3.0	2.7	3	
629	6557 Broadway Ave	Xs2MWO1-iNmX6Okf2UUUhQ	1.0	Its your say finally!	Pizza Hut	2.0	2.0	4	
630	99 W St Clair Ave	dyJsv02GJgQZBl2Lh3vjjg	56.0	Worth Visiting	Addy's Restaurant	4.0	3.6	30	
631	10616 Lorain Ave	F9JDMhOEDsE0PnutWhGqAQ	14.0	Its your say finally!	Pizza Hut	1.0	1.0	4	
632	6332 Broadway Ave	FnE_WckfalB0tBlXj205-w	5.0	Its your say finally!	McDonald's	2.0	2.0	3	
633	530 Euclid Ave, Ste 10	X0mNw8owxgJXrgTBR-7Yfg	173.0	Must Visit!	Jack Flaps Luncheonette	4.0	3.6	138	
634	1061 Old River Rd	dpEE0QVbYvpbuYgXBawmDg	63.0	At your own risk	Crop Rocks	3.0	3.1	34	
635	1260 Euclid Ave	sS5-UR5I1N_JZx8UGt5xGg	26.0	At your own risk	Blue Bar	3.0	3.3	16	
636	4737 W 130th St	QvKN1zh_BCFai6oDCx3d_g	8.0	Worth Visiting	Spring Garden Chinese	4.0	3.8	8	
637	900 Literary Rd	nJrFxROYx9sis3acKkhzgA	821.0	Jewel of a place!	Lolita	4.0	4.1	374	
638	5300 Riverside Dr	cFDpY9Y-s2yNnsqNk__xqQ	57.0	At your own risk	Chick-fil-A	3.0	3.1	10	
639	1979 W 25th St	TAwgNWX-Xv7xnTHeRqPReQ	121.0	Must Visit!	West Side Market Cafe	4.0	4.1	38	
640	2191 Lee Rd	_HW7sgUShin0aGouFMiUdA	90.0	Worth Visiting	Cedar Lee Pub & Grill	4.0	4.0	23	
641	5707 Mayfield Rd	sOXRk5TkFrz3pKzUYF1EEw	1.0	Its your say finally!	Papa John's Pizza	2.0	2.3	3	
642	12275 Kinsman Rd	uB6zt1CUBgAaSgKmtfwIzg	5.0	Worth Visiting	Mount Pleasant BBQ	4.0	4.0	6	
643	2800 Whiskey Island Dr	1FRf6pdx7AtI6HZXIlAZWA	123.0	At your own risk	Sunset Grill	3.0	3.3	22	
644	1350 Euclid Ave	0G-WFdOu3_KW3mBZJQq5Cg	325.0	Must Visit!	Phuel Cafe	4.0	3.8	100	
645	2203 Cornell Rd	ZxYPXtZQ-6DFyl4VQkTELQ	401.0	Jewel of a place!	Washington Place Bistro	4.0	4.1	147	
646	1105 Carnegie Ave	QRSmjSpB6Yn5iNS6q88tNg	97.0	Worth Visiting	Ginza Sushi House	4.0	3.6	39	
647	230 W Huron Rd	rECYunhPI1P3gmdbaXcfeA	11.0	Its your say finally!	Anderson's BBQ	2.0	1.9	8	
648	5198 Pearl Rd	jNWyePugCw1J_O-s04JtIQ	9.0	At your own risk	Luna's Deli & Restaurant	3.0	3.4	8	
649	12920 Brookpark Rd	OiCcesI28uoVgdYmO8VjXw	36.0	At your own risk	Big Boy Restaurant	3.0	2.9	25	
650	1148 Main Ave	gUR2pWQKLPgMEm_R_aI_aw	350.0	Worth Visiting	Shooters On The Water	3.0	2.6	130	
651	11309 Euclid Ave	wkNT82BPI9eW0Jv36SFYkA	11.0	Its your say finally!	Subway	3.0	2.6	5	
652	4341 Rocky River Dr	ttRnQ4PYIuR_ptgaTT2g_A	44.0	Must Visit!	Athens Pizzeria	5.0	4.5	30	
653	1825 Coventry Rd	QMAD8tvYgh53N-AyIvFHAw	279.0	At your own risk	Panini's on Coventry	2.0	2.5	86	
654	230 W Huron Rd	VHl_CX2rfWviSQdvrpmnyw	23.0	Worth Visiting	Tower Deli	4.0	4.3	6	
655	1415 Euclid Ave	mrCOQuRY60xAMkQVSf3nCA	134.0	Must Visit!	Parnell's Irish Pub	4.0	4.3	38	
656	1979 W 25th St, Ste G8	YuNSmZLzstMSeU3O5qHhig	3.0	Must Visit!	Old Country Sausage Kitchen	5.0	5.0	3	
657	11303 Euclid Ave	AdhoiyQD1sELIJNNE3npDQ	11.0	Worth Visiting	Kantina	4.0	4.5	11	
658	13101 Triskett Rd	xzQzJTu47vNCYlpB8jdMaw	358.0	Jewel of a place!	George's  Kitchen	4.0	4.3	172	
659	2258 Professor Ave	CJvN2k3gjR7JspTx21icTQ	378.0	Jewel of a place!	Crust	4.0	4.3	172	
660	5300 Riverside Dr, Concourse A	pnYDtPaVw_xRBHm9y0y4gg	101.0	Its your say finally!	Sammy's Beach Bar & Grill	1.0	1.4	105	
661	3030 Superior Ave	97V91GSG-OQvrvOc9GXoGA	306.0	Jewel of a place!	Phusion Cafe	4.0	4.2	128	
662	5004 Lorain Ave	myorOrDcPgwYwNXcFs0qBQ	75.0	Must Visit!	Steve's Lunch	4.0	4.1	33	
663	1305 Euclid Ave	udFcIcbWbxrO8uLF95WnQg	350.0	Jewel of a place!	Cowell & Hubbard	4.0	3.8	165	
664	812 Huron Ave	sRqlwSng2nHqTZuggX__Mw	242.0	Must Visit!	Wilbert's Food & Music	4.0	4.1	60	
665	1701 E 12th St	NFrDOhznry5iqD15p4nyfQ	23.0	Its your say finally!	Subway	1.0	1.2	8	
666	4890 Pearl Rd	o5jKW_A2PInNvHYBj-sCyg	9.0	Worth Visiting	Bear Den Restaurant	4.0	3.7	6	
667	2064 Taylor Rd	ex-KFCUOxa9mWkbbVvuGQw	13.0	Worth Visiting	Maggie's Vegan Bakery	4.0	4.2	8	
668	2937 Lorain Ave	kfTvilKjXhD_0GmlmKdW_A	24.0	Its your say finally!	Wendy's	2.0	1.7	10	
669	230 W Huron Rd	xiGM1EfkRqZBBf1tuyr1vQ	270.0	Must Visit!	Susy's Soup & Deli	4.0	4.2	38	
670	2102 Brookpark Rd	x39RAjfckW2buRTZ57rKDA	50.0	Worth Visiting	Charlie's Restaurant	3.0	3.4	17	
671	1900 Superior Ave E	k1VQF6auj3RQT-QjMWtrEw	59.0	Worth Visiting	Artefino Art Gallery & Cafe	4.0	4.1	17	
672	16610 Lorain Ave	T2JwvV8hH15KbnS1OCnrJg	205.0	Must Visit!	A Thai Restaurant	4.0	3.7	73	
673	11636 Clifton Blvd	BxpWf0-aNxjpfdZcULR6vg	8.0	Its your say finally!	Geppetto's Pizza & Ribs	2.0	1.7	3	
674	11100 Euclid Ave, Fl 2, UHC Seidman Cancer Center	Sb2a5N9gSLICYkMVSjszsA	132.0	Worth Visiting	Wolfgang Puck Express	4.0	3.8	23	
675	3156 W 25th	nfnr1RP2VjV6K_OkbX6avQ	13.0	Worth Visiting	Fish Shack And Grill	4.0	4.2	12	
676	7320 Detroit Ave	wTTNXThF1RQ3Lu5FnujmOA	218.0	Jewel of a place!	Banter Beer & Wine	4.0	4.5	102	
677	15811 Euclid Ave	jXo3-D3fCzaQzLE0NRZlZw	27.0	Worth Visiting	Angela-Mia Pizza	4.0	3.7	15	
678	7749 W Ridgewood Dr	dJCZeDVq6cqqdch1e6YiUQ	4.0	At your own risk	Subway	3.0	3.2	4	
679	12501 Lorain Ave	IeH7I-29vKD5w9v9pX5KYw	26.0	Worth Visiting	Sahara Restaurant	4.0	4.4	7	
680	1382 W 9th St	gWz6E7v0i403_t8Ntor5JQ	166.0	Must Visit!	Santorini Greek Taverna	4.0	4.1	59	
681	4457 Broadview Rd	Cg7LzEnDacKMrNaezjRGsA	98.0	Must Visit!	Steve's Family Restaurant	4.0	4.2	32	
682	15631 Puritas Ave	tKWoQENTGxhYCJSbY4ZLsQ	7.0	Its your say finally!	Uppercrust Pizza Chicken Meatballs	2.0	2.5	19	
683	3330 Broadview Rd	hWLqwafZ2tXH0S073lJSGA	21.0	Must Visit!	The Coney Company	4.0	4.3	31	
684	2100 Superior Viaduct	hmfAdo6LuVOvBLiu75C8ZA	127.0	Jewel of a place!	Luca Italian Cuisine	4.0	4.3	134	
685	1300 W 9th St, Ste 400	AhQu7mLtmGlp8U2I-SV_jA	46.0	At your own risk	El Guero Mexican Grill	3.0	2.6	27	
686	24 Public Sq	2TC-P3bUwz1ZYxpqAlCgiw	54.0	At your own risk	Sans Souci Restaurant	3.0	3.2	21	
687	806 Literary Rd	OA5Li3ySzhrbG_WvD_QGYA	1407.0	Jewel of a place!	Barrio	4.0	3.9	486	
688	10330 Saint Clair Ave	oGnUASBpfhXLlJcdyv_2ig	3.0	Must Visit!	Flame Urban Chicken Grill	5.0	5.0	6	
689	1365 W 65th St	yTv4ptghx8xrErx6dcW3HA	384.0	Must Visit!	Toast	4.0	4.0	89	
690	3260 W 105th St	l1ug2BtaafDvHpr3JEmbAQ	35.0	Worth Visiting	La Casa Tazumal	4.0	4.1	21	
691	15601 Waterloo Rd	QxdxYcEF-JAUhkmw3sHXUg	5.0	At your own risk	The Cafe at Arts Collinwood	4.0	3.5	4	
692	7646 Lorain Ave	ks8XsTMTungCk-HUtZleYg	15.0	Worth Visiting	Water Garden Cafe	4.0	4.2	20	
693	850 Euclid Ave	MTsIckdo3_uKuqk3B4zuKA	307.0	Jewel of a place!	Cleveland Pickle	4.0	4.2	122	
694	11633 Clifton Blvd	8U6EmwNaeTnhKbhBgIZPGQ	61.0	At your own risk	Twist	3.0	3.1	14	
695	16981 Chagrin Blvd	u_ZGUzNkGppD0-WR61bd1A	14.0	Its your say finally!	Papa John's Pizza	2.0	1.8	8	
696	515 Euclid Ave	vBMAdtlABJ1qb1ryaeOugA	246.0	Worth Visiting	Potbelly Sandwich Shop	4.0	3.8	38	
697	4331 W 150th St	B_ouKNVsEDrGHwec280CAg	85.0	Its your say finally!	Denny's	2.0	2.3	28	
698	1407 W 117th St	IWDA6Tp8aFIaIqJJnZF0oA	18.0	Its your say finally!	Pizza Hut	2.0	2.2	13	
699	1313 W 6th St	XHUGoHv5mP1zsgloxI-Oig	32.0	Worth Visiting	Nova Bar & Grill	4.0	4.2	20	
700	1302 Euclid Ave	7tzhoEyaTLxdwkCWMTUbZg	41.0	At your own risk	Dynomite Burgers	3.0	3.1	37	
701	2179 Lee Rd	IPrtHNKwLERUKvYJGDOHtg	63.0	At your own risk	Lemon Grass	3.0	2.6	64	
702	12706 Larchmere Blvd	KfiSiJZ73oO0TyJSsu851g	26.0	Worth Visiting	Bon Vivant	4.0	3.8	21	
703	10660 Carnegie Ave	YH11qUmwVmrMMK2nJGVo_A	107.0	Worth Visiting	The Canopy Mediterranean Grill	4.0	3.5	26	
704	402 Euclid Ave	ToHKLIjR05Rz9boWvmWaPA	496.0	Must Visit!	Corner Alley	3.0	2.8	168	
705	4197 W 150th St	rzd_2GJpkvHPejEwJ-IKHg	126.0	Worth Visiting	Somer's Restaurant	3.0	3.3	30	
706	1948 W 25th St	w4a6TuFWArSc29dB51rPNA	775.0	Jewel of a place!	Bar Cento	4.0	3.6	245	
707	The Corner Alley, 402 Euclid Ave	NMtxUApc4-puhWVtZWcU8g	111.0	Its your say finally!	4th Street Bar & Grill	2.0	2.4	25	
708	5801 Detroit Ave	anzCdD5eIEHwydTpXhLlUA	1940.0	Jewel of a place!	Happy Dog	4.0	4.3	577	
709	6001 State Rd	xY90cIKTj9rVYqgJmFxgJQ	13.0	At your own risk	Good Olde Daze	3.0	3.4	9	
710	1507 Euclid Ave	TknwCR_kdD90D8Bx1WcLnA	150.0	Must Visit!	Sung's House	4.0	3.7	62	
711	17109 Lorain Ave	txVbZR1mAB6GL8G4Sx4KHA	3.0	At your own risk	West Side Slices	4.0	3.6	5	
712	7571 Pearl Rd	aURWnSm0BrHhp-0DSXFJww	10.0	Worth Visiting	House of Hunan	4.0	3.6	7	
713	1350 Euclid Ave, Ste 1400	3RnhYptW01qZ6rdPngojAA	13.0	Worth Visiting	A Cafe	4.0	4.2	5	
714	2058 E 4th St	J1RDyyPxhioqm8c_fi4P4Q	1443.0	Jewel of a place!	Lola	4.0	4.2	893	
715	2032 Euclid Ave	dC6OXF_4Bd9nDOSRc8VTGw	12.0	Its your say finally!	J. B. Mack Macaroni & Cheese Kitchen	3.0	2.5	15	
716	3142 Superior Ave	tZpxk604kWWHsJKyirraZg	45.0	Must Visit!	LJ Shanghai	5.0	4.5	25	
717	13114 Shaker Sq	dCsW_fmSz_DiotoRIjh3jg	3.0	Worth Visiting	Darna Casablanca	4.0	3.7	9	
718	530 Euclid Ave	RWRFp_gkDIBjYfJ3K_HiAw	93.0	At your own risk	5th Street Arcades	4.0	3.5	10	
719	7424 Brookpark Rd	IUldL6DNTst_wwDRUNrmMw	16.0	At your own risk	Taco Bell	3.0	3.0	5	
720	127 Public Square	EoHYfqfIIRhDuI1h5YWagw	43.0	At your own risk	David's At Marriot Key Center	3.0	3.1	13	
721	401 Euclid Ave	xMUcmzDm3P4U1urVD2pYdQ	89.0	Worth Visiting	Presto Sandwiches	4.0	3.7	32	
722	3820 Superior Ave E	GtSNTE2qMOZBlj0noCgCGw	412.0	Must Visit!	Miega Restaurant	4.0	3.7	102	
723	8800 Euclid Ave	LpQPDBgKh1nP-vLLzfsilg	23.0	At your own risk	C2	3.0	3.0	17	
724	11611 Euclid ave	9Ii0ZUKw0zAus-AnI00xLw	29.0	At your own risk	Piñatas Mexican Restaurant and Cantina	3.0	2.6	19	
725	13969 Cedar Rd	r_TKhukd3QwMVxeFqQ8F1Q	7.0	At your own risk	Penn Station	3.0	3.0	5	
726	16804 Lorain Ave	3qLTly2tgDgBMVKyoK8O3w	20.0	Must Visit!	Souper Market	5.0	4.7	23	
727	3710 Payne Ave, Ste 110	cXmlv2WBzuB6JLMhaCvLuQ	459.0	Must Visit!	Han Chinese Kabob & Grill	4.0	4.2	75	
728	25995 Highland Rd	i5A6Bb9SpaYb3_Yr40Pk2g	19.0	Worth Visiting	Taste of China	4.0	4.2	13	
729	14716 Harvard Ave	nCK19UJUHdX5bXWAASr-Ww	5.0	Worth Visiting	Harvard Deli	4.0	4.0	5	
730	1406 W 6th St	MjAuGkgPjNLyMrN74_0YbA	161.0	Worth Visiting	Johnny's Downtown	3.0	3.2	84	
731	1020 E 185th St	_9ivE0h8DdfEWqdSL8JU6g	195.0	Worth Visiting	Muldoon's Saloon & Eatery	3.0	3.5	47	
732	2901 Euclid Ave	7OaW_FuiE6jObsoCBDw7gg	16.0	Must Visit!	Coffee Bean Cafe & Bakery	5.0	4.8	5	
733	6339 Olde York Rd	uqPHO-o4stxGXLdxP3WNig	16.0	Its your say finally!	Dakshin Indian Bistro	2.0	2.3	10	
734	12910 Buckeye Rd	SZbn2cSLGsAmvliMzsvXOw	5.0	Worth Visiting	Popeyes Louisiana Kitchen	4.0	4.0	3	
735	1150 Huron Rd E	dQIO_7U0sUkNXzbDaZ-LHQ	53.0	Worth Visiting	Huron Square Deli	3.0	3.5	30	
736	14020 Cedar Rd	pP4MRsHfrage-sm4mXYFAQ	47.0	Its your say finally!	Applebee's Neighborhood Grill & Bar	2.0	2.3	19	
737	1816 E 12th St	IAbq5UuXX_hJbxTOB5suWQ	142.0	Must Visit!	Vintage Tea & Coffee	4.0	4.4	60	
738	6258 Mayfield Rd	TZ84r-ku5k6oUFOtS9-fAA	46.0	Worth Visiting	Penn Station East Coast Subs	3.0	3.4	16	
739	5076 Mayfield Rd	VSo34eZH-0u-CMyLpXD1qQ	18.0	Its your say finally!	Amy Joy Donuts	3.0	2.6	13	
740	6289 Mayfield Rd	PlmdHJS5tiFrIM65klmNNA	116.0	At your own risk	Panini's Bar & Grill	3.0	2.6	29	
741	1374 Som Center Rd	5wyCSyKqUCjRZKDaWX_fmQ	19.0	At your own risk	Wendy's	3.0	3.0	6	
742	2064 Euclid Ave	4s-eHLQcoMqAgfzbiQsKIw	41.0	At your own risk	Rascal House	3.0	2.9	12	
743	629 Euclid Ave, Ste 102	Vj-QgRXDpCm7vLBBSckx8g	51.0	Must Visit!	Sammy's Grille	4.0	4.1	31	
744	1300 W 9th St, Ste 400	423AAbu0yBoDMOeVwnLzkQ	153.0	Must Visit!	Camino	4.0	3.7	87	
745	11150 E Blvd	KIanJQ6ZouQRQeaim8gZHQ	102.0	Must Visit!	Provenance	4.0	4.0	39	
746	4159 Lee Rd	yLnpDARXjqc1Iaom-Pcf7g	12.0	Its your say finally!	McDonald's	2.0	2.0	5	
747	10900 Euclid Ave, Tinkham Veale University Center	-QjnuSMIAJhcwOc-8BqalA	8.0	At your own risk	Melt University	3.0	3.2	6	
748	10514 Lorain Ave	Scjd6eKQ2zWiecxQcbGXIg	6.0	Its your say finally!	Wingstop	2.0	1.9	8	
749	17999 Bagley Rd	RstX9t42Bvag4pVDBDScdQ	17.0	Its your say finally!	Caribou Coffee	3.0	2.6	5	
750	11431 Euclid Ave	xAbGtOHkdp3khmSpEGgkZg	49.0	Worth Visiting	BIBIBOP Asian Grill	4.0	3.7	31	
751	7001 Denison Ave	JJe0yIYC_M3la1Qbm9i3UQ	227.0	Must Visit!	Sachsenheim Hall	4.0	4.1	45	
752	16860 Lorain Ave	t7b_86s_Q__P35H9NXedhw	25.0	Must Visit!	Gyro World	4.0	4.2	37	
753	5866 Mayfield Rd	jhNV1xO2q1_61REv2YQAtg	1.0	At your own risk	China Buffet	4.0	3.6	5	
754	2247 Professor Ave	G-u14MaU6ymd0gZoNX3mAQ	20.0	Worth Visiting	Coda	4.0	4.2	10	
755	5680 Broadview Rd	Kr1ANk9o4NrLu87xoWB80A	115.0	At your own risk	The Parma Tavern	3.0	2.8	44	
756	10393 W Pleasant Valley Rd	JftoP9r6TT98v83hfY9RZw	28.0	Worth Visiting	Mandarin House Chinese Restaurant	4.0	3.5	30	
757	5835 Landerbrook Dr	bXGADvexLZ7sAiAuTfhYiA	51.0	Its your say finally!	Champps Americana	2.0	2.2	11	
758	6298 Pearl Rd	1iQFx2CcAWon9JaBOJUZJw	29.0	Its your say finally!	Flyers Bar & Grill	2.0	2.3	11	
759	7380 State Rd	r2BP0Irh63hqYUDSZd0ijQ	70.0	Must Visit!	Stancato's Italian Restaurant	4.0	4.1	81	
760	5300 Riverside Dr	dAn1MqXl4pghfeXx3XFRaQ	46.0	Its your say finally!	Bruegger's Bagels	3.0	2.6	7	
761	13124 Lorain Ave	_QySOnv3RBmL7GrbJ6beSw	9.0	Must Visit!	Phnom Penh Restaurant	4.0	4.4	19	
762	6700 Harvard Ave	KvAPV3E0RsV4rfQ-gN1TUw	12.0	Its your say finally!	Famous Gyro George	2.0	2.3	3	
763	4193 W 150th St	fireL6HjsBqOrj5PMuCZVw	14.0	Its your say finally!	Nana's Kitchen	3.0	2.6	10	
764	10900 Euclid Ave	q7qqx3odlp7Pbjo96l-1RA	74.0	Worth Visiting	Sages Cafe	4.0	4.2	4	
765	1360 E 9th St	rxaxR6lJTYKabKCEN_oa9g	39.0	Must Visit!	Good To Go	5.0	4.8	4	
766	5840 Memphis Ave	Ap0dtO-8P_eg9uAepZyj0A	3.0	Its your say finally!	Taco Bell	1.0	1.3	9	
767	9601 Euclid Ave	2TVZb3GdY6XvX88jbOofIg	34.0	At your own risk	Chicago Deli	3.0	3.2	11	
768	9801 Carnegie Ave	nqiTujxNtEpA8dPATEQRrg	186.0	Worth Visiting	Table 45	3.0	2.9	113	
769	2505 Professor Ave	3dMAswAQk0ehFvuE8V8RDA	84.0	Must Visit!	Istanbul Grill	4.0	4.2	42	
770	1001 Lakeside Ave	lw3E5vaRVO87KEbDNhyfjQ	147.0	At your own risk	David's Grill & Bar	3.0	2.7	7	
771	7424 Brookpark Rd	ZzGaVbyam1AhZFW928-95A	23.0	Its your say finally!	Taco Bell	2.0	2.5	4	
772	468 Richmond Rd	T0V6pK7kJWTrTiB788ED6g	4.0	At your own risk	Mr Hero	3.0	3.3	3	
773	815 Jefferson Ave	2JeciNHrJE_tI-o2tUCu5w	255.0	Must Visit!	Ty Fun Thai Bistro	4.0	4.0	129	
774	2255 Warrensville Ctr Rd	hlhXDG5GfUUWLduFbbAXzg	7.0	Its your say finally!	Rascal House	2.0	1.8	10	
775	5035 Turney Rd	-DU8jf5nA1_yaOqsKsLqmw	13.0	Worth Visiting	Tiffany's Pizza	4.0	4.0	9	
776	10945 Lorain Ave	tef87haIHYdgG5GYMlQ6iQ	56.0	Its your say finally!	Dimitri's Family Restaurant	2.0	2.2	10	
777	13051 Larchmere Blvd	KRM-JflDiqIpJUToNQc7pw	202.0	Worth Visiting	Larchmere Tavern	4.0	3.8	19	
778	3000 St Clair Ave	-Mm4YqCDM5CqSDDh7HI6Zw	22.0	Worth Visiting	Crust	4.0	3.9	26	
779	15200 Brookpark Rd	0DapwcHS0YWNeHKptURSCA	2.0	Its your say finally!	Break Time Bar and Grill	2.0	2.3	3	
780	3770 Lee Rd	d9sv7fexFJiChG9Xl0SP-A	19.0	Its your say finally!	Hot Sauce Williams Barbecue Restaurant	2.0	2.3	27	
781	11621 Lorain Ave	Q373Y-siDCSP63rU_F3qMw	6.0	Must Visit!	Cleveland Mofongo Latin Grill	5.0	4.7	11	
782	18909 S Miles Rd	I2jFnLCBmrxmz1YCgedKZw	1.0	Its your say finally!	B & M Barbeque	2.0	2.3	3	
783	2537 Lorain Ave	RiGtSzVzc42CKjyZkDxZRA	701.0	Jewel of a place!	Crop Bistro & Bar	4.0	4.2	385	
784	1276 W 6th St	S9OtMCsgr-xzjXrhpqbJQA	9.0	Its your say finally!	Spirits	2.0	2.4	17	
785	1823 W 65th St	Ni26IoQqRCy9iVeNV4vNFg	161.0	Must Visit!	Frank's Falafel House	4.0	4.1	43	
786	127 Public Sq	2_l1ufFOkdjem7YyQgfWpA	36.0	Worth Visiting	The Club at Key Center	4.0	3.8	5	
787	2144 W 25th St	fY2LdUf03wdqLcrsA9xp9g	13.0	Worth Visiting	Citizen Pie	4.0	4.2	22	
788	14404 Cedar Rd	7cQaxDXTxNu_SywNDsTS5w	2.0	Its your say finally!	Papa John's Pizza	2.0	2.1	7	
789	15200 Puritas Ave	Kxlt3ZNmTzbxRFYelWAmKA	5.0	At your own risk	China Chef	3.0	3.1	10	
790	801 W Superior Ave	aOvEr1tluvkmwZjpzfxBAg	40.0	Must Visit!	strEat Mobile Bistro	5.0	4.5	20	
791	2206 Lee Rd	E60s6EXdPhet5FKJfA_YVQ	126.0	Must Visit!	New Heights Grill	4.0	4.0	41	
792	2529 W 10th St	XLA5RQ-Afg-OgeLhSTjabQ	231.0	Must Visit!	Hotz's Café	4.0	4.3	22	
793	2013 Ontario St	d84SeduMbotS3WIJwn4oUQ	8.0	At your own risk	Portion	3.0	3.4	7	
794	527 Prospect Ave	VH2BjFjc9usDquDgoHhptA	841.0	Jewel of a place!	Barrio	4.0	3.9	329	
795	1390 W 9th St	-dFfucHmOtgDmDneps-mgA	214.0	Must Visit!	Mallorca	3.0	3.4	181	
796	3050 Carnegie Ave	T-_xEyoDPAKV-I6iQlbKWA	37.0	Its your say finally!	McDonald's	2.0	1.5	19	
797	12706 Larchmere Blvd	YVkcZQEfH0qQRtN86CoSDQ	92.0	Must Visit!	Batuqui	4.0	4.3	75	
798	836 W St. Clair Ave	QjZFYd5hme7EHegpuJngMQ	215.0	Worth Visiting	D'Vine Wine Bar	4.0	3.7	43	
799	5300 Riverside Dr	nZnebnuZDiBJxEMDxcDF-w	87.0	At your own risk	Winners Sports Bar & Grill	2.0	2.3	62	
800	3216 Payne Ave	gWgWn4lkRQZwfCP-LBJ2xA	10.0	Worth Visiting	Payne Laundromat	4.0	4.0	3	
801	420 East Superior Ave	dtszGNoYeZnUC2c1o04UZg	155.0	At your own risk	1890 at the Arcade	3.0	3.0	33	
802	1261 W 76th St	9gXWjHAhDpzy1x6khHehrw	220.0	Jewel of a place!	Graffiti: A Social Kitchen	4.0	4.2	137	
803	900 Euclid Ave	OcXcAVjHoX0tTuzT5A8oww	7.0	Must Visit!	Equal Exchange Espresso Bar	5.0	5.0	3	
804	718 Som Center Rd	KhtmCNHqCH6cnxirsenndA	33.0	Worth Visiting	Fisher's Tavern	4.0	3.7	15	
805	1800 Euclid Ave	BMXeJPcosAxfLU-6baO_0Q	13.0	At your own risk	Pedros Pedros	3.0	2.6	23	
806	14055 Lorain Ave	3_STYcEwVsieJPo0GWjxLw	13.0	Worth Visiting	King Fong	4.0	3.7	15	
807	2120 East 4th St	QKhAME4uxgrOn-Aq3OURUQ	688.0	Must Visit!	Harry Buffalo	3.0	3.2	142	
808	1148 Main Ave	iyeanZgAkpCSL4eHoqdhnw	229.0	Must Visit!	Music Box Supper Club	3.0	3.1	130	
809	1585 Golden Gate Plz	xqVeSoyuWsKhQpWZjwiYSA	3.0	At your own risk	Golden Gate Chinese Express	3.0	3.0	3	
810	12706 Larchmere Blvd	blU2m56zkJc0SucLnbc4vw	44.0	Worth Visiting	Vine and Bean	4.0	3.6	20	
811	4008 Lorain Ave	P0ytQBoqSbMG9S7Hx-PAdw	69.0	Must Visit!	Old Fashion Hot Dogs	4.0	4.4	64	
812	5870 Mayfield Rd	CxIIq9axHO89F3Y8l3WwHg	24.0	Worth Visiting	Yeleseyevsky Deli	4.0	4.2	8	
813	600 Superior Ave E	akCp7BceIrkkeOV5ndI_bQ	45.0	Worth Visiting	Au Bon Pain	4.0	3.5	15	
814	2013 Ontario St	YI-79PxZcX6X009ynWRLoQ	32.0	At your own risk	Mirch Masala	2.0	2.5	27	
815	1265 W 9th St	BDgfcq9xGZFtePH0YyV9ZA	28.0	At your own risk	Sixth City Diner	3.0	3.4	11	
816	2188 Murray Hill Rd	ZedwJdX1jQ7Hw1CzU3VDLw	76.0	Worth Visiting	La Pizzeria	3.0	3.3	39	
817	16773 Chagrin Blvd	OERShuAgSxyjmXJ8IwT2zA	20.0	At your own risk	Boston Market	3.0	3.3	7	
818	5101 Mayfield Rd	Aw4HH_bjUL8L_EU61mgQHg	46.0	Worth Visiting	Tasty Pizza	3.0	3.4	33	
819	3662 E 65th St	JmbB4lyrRHgShkMd_8AuVw	3.0	Its your say finally!	Thee Six 5 Bistro	2.0	2.3	3	
820	2200 Snow Rd	XppfCknY2p3xhEgrelEqzg	12.0	Its your say finally!	McDonald's	3.0	2.7	3	
821	6624 Harvard Ave	IV91JX6cxGw3SvOi5YoKBw	2.0	Its your say finally!	JB Grill	2.0	1.5	4	
822	Embassy Suites Hotel, 1701 East 12th St	UBPIy6u20H6JQQZjNNvbXw	8.0	At your own risk	American Bar & Grill	3.0	3.0	3	
