	RestaurantID	Name	address	Checkins	Reviews	Recommended	Rating	range		
599	9rCln1IgnAqDVYUXmlaY1w	5 Star BBQ & Grill	154 N Country Club Dr	25.0	25	At your own risk	3.8	4.0		
600	LrBDBaGfONR7Kmg8sG38dA	Hacienda De Rosa's Restaurante	3129 E McKellips Rd	227.0	124	Worth Visiting	3.0	3.0		
601	VtgFuz3LXsrGB-SzPSQbDg	Jalapeño Buck's	3434 N Val Vista Dr	227.0	183	Must Visit!	4.6	5.0		
602	azu7ayb7kuQAhpNXjS4M2A	Jersey Mike's Subs	1939 S Val Vista Dr	106.0	42	At your own risk	3.1	3.0		
603	Ib2KnJRLp-PtyVk6dAatmg	Kruzin Cuisine	3035 N Maple, Unit 1	3.0	4	Worth Visiting	4.5	4.0		
604	vUUNM7RISc-51Tqx8JzRRQ	El Pollo Loco	949 N Dobson Rd	202.0	38	At your own risk	2.7	3.0		
605	SFyQhFEbmRMCJO_Sc_pyXA	The Draft Sports Grill	1130 W Grove Ave, Ste 106	263.0	132	Worth Visiting	4.0	4.0		
606	uudgwwFZhdWG8CVvmNsGdg	Boeing Aramark Cafeteria	5000 E McDowell	5.0	3	Its your say finally!	1.3	1.0		
607	bI9_dtXS9qN0Gmi7YbRm5g	MVPita Mediterranean Grill	1066 N Power Rd, Ste 103	1068.0	315	Jewel of a place!	4.7	5.0		
608	4byJn6eBAZmkPO8A8Vtxlw	Einstein Bros	1919 S Gilbert Rd	191.0	51	At your own risk	2.3	2.0		
609	DfCQhke2ZcaYEUr119O6BA	Talo's Mexican Food	10861 E Baseline Rd	2.0	8	At your own risk	3.6	4.0		
610	tnG4_L5bZiffTbaFru9EBg	Princess Mediterranean Market & Deli	2620 W Broadway Rd	868.0	326	Jewel of a place!	4.5	5.0		
611	FqmjFD5UvXz3a_cjm8Unsw	Dairy Queen	6555 E Southern Ave, Ste 2514	4.0	3	Its your say finally!	2.3	2.0		
612	heShcmma09uAfwU6yStMjg	Pizza Hut	1140 S Country Club Dr, Ste 110	5.0	10	Its your say finally!	2.2	2.0		
613	aRfbdokghfAtpvos_GBk2Q	Crazy Buffet	1859 S Stapley Dr	54.0	19	At your own risk	3.0	3.0		
614	K5iFoFNnV0o5GbaSp8d38g	Two Seasons Cafe	6320 E Main St	6.0	14	Worth Visiting	5.0	5.0		
615	6G0w6rSvl964Lt8qumF3hA	Com Tam Thuan Kieu	66 S Dobson Rd, Ste 141	750.0	118	Worth Visiting	4.0	4.0		
616	YM0eGFRw4Sio8qBlcIYFoA	Cruisers	1942 E Broadway Rd	11.0	10	At your own risk	4.1	4.0		
617	aeYMUiOTCwHA6xDsZgUmcg	Oma's Place	1038 W Southern Ave	32.0	18	Worth Visiting	4.8	5.0		
618	UzjCvrNuK4crxi0IS9Jp5A	Maya New York Pizza Bar	223 E Brown Rd	257.0	95	At your own risk	2.9	3.0		
619	9R4cc0f_sM4V1eT3qBGyUw	Charleys Philly Steaks	6555 E Southern Ave	11.0	9	At your own risk	3.3	3.0		
620	U3TUTWRqbW9WeLeWMxi2tw	Heng's Kitchen	66 S Dobson Rd, Ste 127	180.0	43	Worth Visiting	4.2	4.0		
621	ebL8hN0iieaa3rClnDfLlw	Thai Chili 2 Go	4984 S Power Rd, Ste 101	406.0	101	Worth Visiting	3.8	4.0		
622	xZeMt4Vg-P9PTyLgCe5phg	Bellagio Pizzeria	4545 E Mckellips Rd, Ste 103	323.0	87	Worth Visiting	3.3	3.0		
623	j5WF4YpU72tTh39GYETFxg	Papa Murphy's	2748 S Signal Butte Rd, Suite 105	2.0	5	At your own risk	4.2	4.0		
624	mEFYW1435KepKLSBcpXkjA	Jack in the Box	1105 S Val Vista Dr	42.0	11	At your own risk	3.0	3.0		
625	O4lGWwE978nAuZQc8ELvgw	Raising Cane's Chicken Fingers	1930 S  Greenfield Rd	34.0	17	At your own risk	3.4	3.0		
626	g4VsFPvLu17iPmARzlEdXQ	Wingstop	1616 S Stapley Dr	50.0	53	At your own risk	2.8	3.0		
627	xYfE1-KKb4Wd9KZAFS4Xgw	Tilted Kilt Pub & Eatery	1910 S. Gilbert Rd.	234.0	37	At your own risk	3.1	3.0		
628	NlO-h5Dz1P9A8v1bxorbjw	Jalisience Mexican Food	1948 W Broadway Rd	31.0	12	At your own risk	3.6	4.0		
629	BS2nj4dQKvC5oi6ikKvX0A	Korean BBQ	2711 S Alma School Rd, Ste 14	156.0	78	At your own risk	3.2	3.0		
630	1Q812VI7asWrVxtq3BxJiw	Barro's Pizza	2711 S Alma School Rd	145.0	39	At your own risk	3.6	4.0		
631	6nmlclYyyLyH5EGLUpsmjw	Dutch Donut Factory	1152 N Power Rd, Ste 106	107.0	88	Worth Visiting	4.7	5.0		
632	7ZAQHYwS4SlY2nDkQF54tQ	Sweet Cakes Café	21 W Main St	286.0	109	Worth Visiting	3.7	4.0		
633	u3Aeu8v8nnTdIdZHmMK6HQ	Yee-haws	4410 E University Dr	4.0	3	At your own risk	4.3	4.0		
634	N0XLFVLBqOhRAOMjTVlpzQ	Sonic	4055 E Brown Rd	29.0	8	Its your say finally!	1.1	1.0		
635	TF9hBlNNJYWrPntt5g1lFg	Dori's Bakery	1305 W Guadalupe Rd, Ste E-3	56.0	31	Worth Visiting	4.3	4.0		
636	_IZyyv0dFfpIy_rI_-nwTQ	Osaka Japanese Steakhouse	6730 E Superstition Springs Blvd	1924.0	352	Jewel of a place!	4.1	4.0		
637	sGC8F-DzJdL1x-pFBnLcvQ	Sonic Drive-In	2935 S Dobson Rd	141.0	32	Its your say finally!	1.6	2.0		
638	DhRJJ5aUUuBp3XR1JbLeuw	Sauce Pizza and Wine	3426 E Baseline Rd, Ste 119	615.0	151	Worth Visiting	3.8	4.0		
639	x3ununfxiaXPT5NcgtHRUw	Mafia Mike's PIzza	1211 N Country Club	15.0	9	At your own risk	2.4	2.0		
640	hNv6E08TzL4h8rITgRbzCw	Pho Mesa	502 S Dobson Rd	7.0	8	At your own risk	3.0	3.0		
641	R0gfUYIiC5MlLxGjRcYifw	Zita Mediterranean Eatery	Superstition Springs Blvd	3.0	7	At your own risk	2.7	3.0		
642	kep1dCAHZydfHVgjmxl5Bg	Subway	4984 S Power Rd	11.0	3	Its your say finally!	1.0	1.0		
643	mGriYfWJcLJGjkuqr0a5OA	Los Favoritos	5351 S Power Rd, Ste 105	7.0	10	Worth Visiting	4.3	4.0		
644	37n2MtSu1Xe8j1ci8jd-0g	Habanero Mexican Food	6555 E Southern Ave, Fl 2, Ste 2006	9.0	10	At your own risk	4.1	4.0		
645	qArjNgZbqgosg5zpguhrgg	Mariscos Cazo de Oro	1002 E Main St	17.0	9	Worth Visiting	4.3	4.0		
646	RdVX4a_uTs007XC3rmofTA	1360 West Grill	1360 W Southern Ave	7.0	10	Worth Visiting	5.0	5.0		
647	eEfDS8JjpUOoslhJDIbltA	Jimmy and Joe's Pizzeria	1960 W Baseline Rd	413.0	112	Worth Visiting	3.0	3.0		
648	iVjdx8diR4cKvtqjcINQ7A	Redline Pizzeria	753 S Alma School Rd	7.0	40	At your own risk	2.5	3.0		
649	ujHQ56fLyqwAGHljUy1mCw	Geno's Pizza & Cheesesteaks	9937 E Baseline Rd	8.0	10	Its your say finally!	2.2	2.0		
650	1tFY0vj7pT-r2wVBBBrOOA	KFC	5249 E Brown Rd	17.0	26	Its your say finally!	1.1	1.0		
651	F-ShCqyx2QBgaBQltToMPQ	Chuy's Mesquite Broiler	1948 E McKellips Rd	18.0	6	Its your say finally!	1.7	2.0		
652	pnYsk9eW1FMxqWQWLdDZeA	Mardenelys Ristorante	223 E Brown Rd	1.0	5	At your own risk	4.2	4.0		
653	t4P-8drZzj3TMwA_WU-4Zg	Fu Sheng	4906 E Main St	38.0	42	Worth Visiting	3.8	4.0		
654	wRx4bvyRc7-jHhs2NmrocQ	Taco 4U Mexican Food	1239 S Higley Rd, Ste 101	111.0	45	At your own risk	2.9	3.0		
655	nJNukcrwL5CmCXviiJvcBw	Jimbo's Good Times Grill	6102 E Main St	54.0	4	At your own risk	3.5	4.0		
656	xAxdrUpIVOvxl0wjp45w6A	Roma Cafe Ristorante	7210 E Main St	71.0	84	Worth Visiting	3.9	4.0		
657	U7rDYiB8jyjtb0qYPRIWaw	Souper Salad	6910 E Hampton	122.0	44	At your own risk	2.7	3.0		
658	dFArFtgDj1rIahUDHU8L7Q	Outback Steakhouse	1650 S Clearview Ave	282.0	111	At your own risk	2.9	3.0		
659	f75DXY1ODiLCNASwaFCqfg	Wendy's	10714 E Southern Ave	19.0	13	Its your say finally!	1.1	1.0		
660	jUgOZAXqeayxxXK-2Kgasw	Chinese Dim Sum	1445 W Southern Ave, Ste 2114	5.0	5	At your own risk	3.6	4.0		
661	R-sEoZXf37pGzLnid7s6wA	Taquitos Jalisco	1052 W Broadway Rd	824.0	311	Jewel of a place!	4.4	4.0		
662	JtjXRSvLtZhWeCcZ5aJeZA	Cindy's Arizona Cafe	124 E McKellips Rd	193.0	80	Worth Visiting	3.6	4.0		
663	r6cTbsmg4MhdHJnKWwefVw	Crackers & Co Cafe	1325 N Greenfield Rd, Ste 101	628.0	176	Must Visit!	3.9	4.0		
664	EtZacHzJ2gw0V9Sdm2rLQA	George's Gyros	205 N Country Club Dr	349.0	143	Must Visit!	4.3	4.0		
665	qUxkVp9PInnds_UruVPiog	Cafe Laguna	2235 S Power Rd, Ste 120	12.0	9	At your own risk	3.9	4.0		
666	oe70Wgf1Fx_PcyS_Wb86PA	Cafe Azul	200 N Centennial Way	53.0	18	At your own risk	2.9	3.0		
667	qcDMMcAYuGRT5iyic1pIbw	Pizza Hut	2639 E Broadway Rd, Ste 104	11.0	15	Its your say finally!	2.0	2.0		
668	X4umyF5BPas6qgMXm2XKmA	Glady's Restaurante Salvadoreño	1423 Country Club Dr, Ste 1	76.0	48	Worth Visiting	4.4	4.0		
669	SieL_rcBX-azp4bDLMfO9w	Coco's Family Restaurant	1411 S Power Rd	64.0	27	At your own risk	2.5	3.0		
670	kq69Uy8he-mnuCCSgGEcuw	Firehouse Subs	2727 E McKellips Rd, Ste 114	41.0	31	At your own risk	3.8	4.0		
671	UlGwSAqsPzi-al84UNONdA	Fry Bread House East	1916 W Baseline Rd, Ste 10	180.0	91	Worth Visiting	4.0	4.0		
672	MJIZthCsaL5COrwepEYCdA	Paradise Bakery	Dana Park	11.0	3	Worth Visiting	4.7	5.0		
673	WNXO0rPugvgE5ljccYL7MQ	Riliberto's Fresh Mexican Food	2033 E Southern Ave	26.0	30	At your own risk	3.8	4.0		
674	yHHVKa9joZAKiBDUp2SkKw	Volstead Public House	105 W Main St	174.0	74	Worth Visiting	4.2	4.0		
675	LALkDF_lWDMZPjrmIeIVaw	Del Taco	2645 N Power Rd	52.0	19	At your own risk	2.9	3.0		
676	5UxcmqN8MT7Pzkh32qdPNQ	McDonalds # 2514	2035 S Ellsworth Rd	6.0	3	Its your say finally!	1.0	1.0		
677	mJ0CA86roChYwaDkDxFGwg	Papa John's Pizza	1225 W Main St, Ste 110	3.0	7	At your own risk	3.3	3.0		
678	Z-graJvcYCSOGWRs3bDzLQ	Old Chicago	1656 S Alma School Rd	1355.0	149	Worth Visiting	3.4	3.0		
679	A7gVn077Eb2B-yIKunLVpw	Whataburger	1947 W Broadway Rd	256.0	37	At your own risk	3.5	3.0		
680	miySsDV_1YKS3EqqGwblQQ	Thai Plates Cuisine	319 S Power Rd	245.0	178	Must Visit!	4.6	5.0		
681	lTKr5J4nqepyOpOw8auErA	Pho Hien	502 South Dobson Rd, Ste 3	17.0	4	At your own risk	4.0	4.0		
682	5AuwZcLcGIpe1yhSKgSwlw	Phu Thanh	830 W Southern Ave, Ste 1	270.0	45	Worth Visiting	4.0	4.0		
683	UywPvignjHoj8ipT7l2OFw	Urban Picnic	218 W Main St	449.0	112	Worth Visiting	4.0	4.0		
684	WQAaGMguMmnxQdgMeEFY9g	Little Caesar's Pizza	730 E Brown Rd	31.0	9	At your own risk	3.4	3.0		
685	QtLjlLDBLHN52WXQjN_-WA	Little Caesars Pizza	2110 West Southern Ave, Ste A	12.0	10	At your own risk	3.4	3.0		
686	_8URoVfDFkJtuAM53sNyLQ	Waffle House	1423 S Country Club Dr, Ste 1	6.0	4	Its your say finally!	2.2	2.0		
687	6CZGwCpnuLTqqR8SURdw5A	Taco Bell	917 N. Dobson Rd.	77.0	11	At your own risk	3.6	4.0		
688	e8wPL-2r2F6-7ucb_VOilA	Jimmy John's	2831 N Power Rd, Ste 101	22.0	17	Its your say finally!	2.2	2.0		
689	BhB_WwI0TUdacBefXxhGgA	Filibertos	6339 E Main St	157.0	21	At your own risk	3.6	4.0		
690	jnm4Z4ZjCAvDGV6IWnv0Xw	Panera Bread	1946 South Signal Butte Rd	372.0	53	At your own risk	2.5	2.0		
691	4xfYFf__ushFQKncEdSZ0g	Applebee's Neighborhood Grill & Bar	2053 S Alma School Rd	474.0	62	At your own risk	2.9	3.0		
692	cZgN81lyVLT-Lc-Tm0Jf2g	Mr. Pizza	2706 E University Dr	7.0	4	At your own risk	3.8	4.0		
693	B5E_Qp3R1q0oRlzbYaWIkQ	5 R Cha Thai Bistro	2011 N Recker Rd	236.0	121	Worth Visiting	4.0	4.0		
694	ac81NKKaA0Wda9TjOQbjkA	Ub's Restaurant & Bar	1911 W Broadway Rd, Ste 1	7.0	3	At your own risk	3.0	3.0		
695	A8UtlAQem2hPDe-UfsvndQ	Baby Kay's Cajun Kitchen	2051 S Dobson Rd, Ste 18	646.0	308	Jewel of a place!	4.4	4.0		
696	epyhvtf5JH5sAJggINVglg	J&B's Pizza, BBQ And Deli	9950 E Broadway Rd	13.0	5	Worth Visiting	5.0	5.0		
697	eurb6L87Fz4icVdbMdQnkA	Pho Bamboo	1933 W Main St, Ste 8	35.0	65	At your own risk	2.7	3.0		
698	vMnB2Cz3c1Io1IEyeLLVOA	Tum Nak Thai	2060 S Power Rd, Ste 102	678.0	264	Jewel of a place!	4.2	4.0		
699	Os1NdWfFCpz9FWa4gDOLRw	Oregano's Pizza Bistro	6821 E Superstition Springs Blvd	181.0	87	Worth Visiting	4.1	4.0		
700	U05TASwKPZ-BWe5GWekUlw	Freddy's Frozen Custard & Steakburgers	6846 E Hampton Rd	155.0	45	At your own risk	3.6	4.0		
701	L0efPRMk5nO99cJ3yj7Pvw	Rocco's Famous Philly	1155 S Higley Rd	41.0	38	At your own risk	2.8	3.0		
702	nJGYRnhd-yKZqjQqlFck0Q	Piece Out Pizza	1731 W Baseline Rd	7.0	13	At your own risk	3.4	3.0		
703	oxvHGYrZO15HfNuIvrMuuQ	Saguaro Lake Marina	14011 N Bush Hwy	197.0	16	At your own risk	3.6	4.0		
704	QwAJZuJTo36OAj6DJxz14g	The VUE at Augusta Ranch	2401 S Lansing	141.0	97	Worth Visiting	4.1	4.0		
705	jqlxOzP3SDGKvPIK-9CwBA	Panda Express	4984 S Power Rd	14.0	3	Its your say finally!	1.0	1.0		
706	9SS3ERbWcYDEzxfs9KxRbA	Taco Bell	1148 N Higley Rd	26.0	11	At your own risk	2.6	3.0		
707	z9KxcVoe6tQGyB_Zy0Umcg	MV Snacks & Sushi	1468 E Main St	22.0	22	Worth Visiting	4.3	4.0		
708	mgeLg8MBRnfvtGZanl7mUw	Carl's Jr.	4515 E McKellips Rd	65.0	15	Its your say finally!	1.6	2.0		
709	sKy8HkP6X-8dCKq_SzeIpw	Queens Pizzeria	127 W Main St	584.0	229	Must Visit!	3.4	3.0		
710	17WMhO7Ygx-T9agjoD6Znw	Famous Sam's Restaurant & Sports Bar	2730 E Baseline Rd	17.0	3	Its your say finally!	2.3	2.0		
711	eTPKPzuA46lFpiU1wB7fVg	La Cucina Di Venti	223 E Brown Rd	17.0	13	At your own risk	2.9	3.0		
712	hpvHHl_f4PHk0gc1qcg5qQ	California Pizza Kitchen	1850 S Val Vista Dr	342.0	78	At your own risk	2.9	3.0		
713	x_8nHm0P_F62SrZ2enrwTA	Planet Sub Mesa-Grand	1641 S Stapley Dr, Ste 101	26.0	15	Worth Visiting	4.6	5.0		
714	6bXoyIgBNe9WuDSRZGWfag	The Gala Apple	2055 S Power Rd, Ste 1065, Creative Ice Cream And Events	17.0	7	Worth Visiting	4.4	4.0		
715	2XTHIR2Fza2XiC54NWiNZg	Panda Express	4425 E Mckellips Rd	60.0	16	Its your say finally!	1.9	2.0		
716	2hK5Cvo2JixFv2_neenrMQ	Com Ga Hai Nam	Mekong Plz	30.0	8	Worth Visiting	4.4	4.0		
717	C3vERlSyOOUKL6Wt56G04g	Palee's Crown	1245 W Baseline Rd, Ste 101	197.0	60	Worth Visiting	4.2	4.0		
718	ps7N38HdTeqRnWxNYcaYWw	Thai Basil	1245 W Baseline Rd, Ste 101	101.0	46	Worth Visiting	3.7	4.0		
719	MhPYEJxc12CcQ4VdBCnyiQ	Rochester's Family Dining & Sports Bar	721 S Rochester	42.0	10	At your own risk	4.1	4.0		
720	VG9bPoljSgIBe27yZBsryg	Paradise	1749 W Main St	4.0	7	Worth Visiting	4.4	4.0		
721	wctvZYbHAo8jufqAFQ457g	The Hub Grill and Bar	1860 S Stapley Dr	267.0	158	Worth Visiting	3.6	4.0		
722	nfhSzru_fPiB2ZW5kiVxBw	Subway	1959 S Power Rd, Ste 106	67.0	8	At your own risk	2.5	2.0		
723	3akSOcI-uzHOwGQeZD3NHg	Native Grill & Wings	318 E. Brown Rd #112	625.0	123	Worth Visiting	3.6	4.0		
724	n19PRWMwlwMUBykbz1_ftg	Panda King's Buffet	1744 W Main St	14.0	13	At your own risk	2.4	2.0		
725	WkkuUaYjhfd8I5ckrrBSMg	El Pollo Loco	1715 S Power Rd	98.0	30	At your own risk	2.4	2.0		
726	MG0Ek3-yxtprwzY5ruGxRA	Taco Bell	1215 E McKellips Rd	70.0	19	At your own risk	4.1	4.0		
727	KZaebYmt1Ewa6HDUuYbQpQ	Manila Sunrise Gourmet	2121 W Guadalupe Rd	100.0	29	At your own risk	3.2	3.0		
728	hFK8uBuuwZgyCMYAis60MA	Taco Bell	4444 East Main Street	51.0	6	At your own risk	2.7	3.0		
729	qDOmZGSjF22RaaUYnePZWg	Golden Canyon Oriental	1133 S Dobson Rd	100.0	38	At your own risk	3.6	4.0		
730	jacf-rpKO4HbytY4KS_A1Q	EVIT's Bistro 13	1353 W Main St	9.0	8	At your own risk	3.9	4.0		
731	v5zzCmCf1L4Utjit12EMuQ	Rodizio Grill	1840 S Val Vista Dr	195.0	172	Worth Visiting	3.5	4.0		
732	VoWWwSxOe7DwlWOrTIoM1g	Jimmy John's	68 E Main St	74.0	31	At your own risk	2.2	2.0		
733	FbMZ0N5iAicep5ssYLZB9w	Chens Chinese Restaurant	9303 E Baseline Rd	89.0	68	At your own risk	3.3	3.0		
734	5AajNPuScRYr_pM6QJYb6w	Taco Bell	2160 Baseline Rd	79.0	10	At your own risk	2.5	2.0		
735	7_582HYkh5Ki9n5aWK8dmQ	Cicis	1011 S Gilbert Rd	107.0	75	At your own risk	2.0	2.0		
736	sAu9UJ5tvY6sc9Q_gcVV7Q	La Parrilla Suiza	1622 S Stapley Dr	302.0	167	Worth Visiting	3.4	3.0		
737	bcYfyI515Ji9RcMecDCl5A	Pizza Hut	6017 East McKellips Rd	11.0	5	Its your say finally!	2.4	2.0		
738	Z0JT0Ras-kMvJLMdn9iJQQ	Chili Rush	1440 S Country Club Dr, Ste 10	8.0	10	At your own risk	3.1	3.0		
739	qNDqXNl38BYYn2JWcXw4OQ	Black Angus Steakhouse	6902 E Hampton Ave	198.0	72	At your own risk	3.1	3.0		
740	qRqd8bXyAhjYAxisl5e8UQ	Schlotzsky's	408 W Juanita Ave	235.0	49	At your own risk	3.2	3.0		
741	EnOCjP3wBpoICvEZXil4Cg	Beijing Noodle House	1440 S Country Club Dr	444.0	97	Worth Visiting	3.9	4.0		
742	uoZwJJaplLsktVrRw0JiQw	Pho Number One	1955 W Baseline Rd, Ste 114	379.0	139	Worth Visiting	3.9	4.0		
743	UYl1E89YKycpAKSDqLso_g	Linda's Hoosier Cafe	5050 E University Dr, Ste 101	26.0	23	At your own risk	3.1	3.0		
744	qpBfYbkPmXIFWVQ7pLkQ_w	Olive Garden Italian Restaurant	6201 E Southern Ave	506.0	107	Worth Visiting	3.0	3.0		
745	sHNqKLyr09fbaY2OvGaDVA	Rochester's Family Dining & Sports Bar	500 S 80th St	1.0	3	Its your say finally!	1.7	2.0		
746	M3imbOYGTvZTJzeJVvexPg	Franagan's Cafe	7145 E Main St	11.0	11	At your own risk	3.7	4.0		
747	4dw7ev_MWCgIlK3S2xJi-g	Haven Burgers	606 E Main St, Ste 101	258.0	157	Must Visit!	4.1	4.0		
748	qiKUvyHkDNmmJkzo-BIaIA	Mi Amigo's Mexican Grill	1264 S Gilbert Rd	140.0	45	At your own risk	2.9	3.0		
749	gsh-kcWxR7JHWxYEDXmS8Q	Little Caesar's Pizza	6610 E Baseline Rd, Ste 106	14.0	9	At your own risk	4.0	4.0		
750	O85SFzter9loSIy6fHM9kA	Hungry Howie's Pizza	1116 S Crismon Rd, Ste 101	13.0	15	At your own risk	2.3	2.0		
751	whBcqr34XSx2NmWAYRp1Tg	Spirit's Bar & Grill	9303 E Apache Trl	32.0	7	Its your say finally!	1.6	2.0		
752	nrqN45BQyxDjXy2q3VdolA	Pizza Mart	1329 E Main St	65.0	48	Worth Visiting	4.0	4.0		
753	Ted-cvKJ7pojwy416PVRhw	Moreno's Mexican Grill	6819 E Main St	72.0	53	At your own risk	3.5	3.0		
754	mHPCB-9f8LYA6J1eZ31qAw	Hero's Sports Bar	2855 N Power Rd	16.0	5	At your own risk	2.8	3.0		
755	s5TJlFtdXcx_tXC4tlttlw	Thai Spices	66 S Dobson Rd, Ste 133	1872.0	300	Jewel of a place!	4.0	4.0		
756	nztjmkY4LZp18kviHIO7ow	China City Super Buffet	2235 S Power Rd, Ste 101	242.0	119	Worth Visiting	3.0	3.0		
757	QdXe9IRVrISeqEAulHYBTQ	Sahara Express	1445 W Southern Ave, Space 2162	20.0	22	Worth Visiting	4.9	5.0		
758	huMKC8Yns_l9kuyjjhx-dA	Panda Express	1950 E University Dr	68.0	20	Its your say finally!	2.0	2.0		
759	LhIiQqDqygoaYCy2RZA82g	Azucar Cuban Restaurant	1440 S Country Dr	9.0	14	At your own risk	3.6	4.0		
760	pF53YGjVeuAB-OtpVGtAgQ	Los Favoritos Mexican Food	2650 E University Dr	116.0	35	At your own risk	3.5	4.0		
761	SYmlrGAfgHaKhHMn21y7Gw	Ned's Krazy Sub	1927 N Gilbert Rd	82.0	27	At your own risk	3.7	4.0		
762	xY5uR_HCwkdAX3ZLkyjZZQ	Rosati's Pizza Sports Pub	849 N Dobson Rd, Ste 112	89.0	78	At your own risk	3.0	3.0		
763	aoJQfrlu2btOR8GNpm8N8A	Spice Asian Bistro	6638 E Superstition Springs Blvd, Ste 101	68.0	32	Worth Visiting	4.2	4.0		
764	lVMsHJHxZKI1Wl6izAfJug	Henry's Private Kitchen	1440 S Country Club Dr, Ste 10	46.0	17	At your own risk	3.8	4.0		
765	2SedpQ674XBqyw3Wq4kyxQ	McDonald's	1350 S Power Rd	79.0	17	Its your say finally!	1.6	2.0		
766	DV7ayUlg1YMJTcV6giVwHw	Smashburger	1335 S Alma School Rd, Ste 103	95.0	30	At your own risk	3.7	4.0		
767	xTW5PkLEdMBs2f2W8RGy0g	Miele's Italian and Banquet Hall	2050 W Guadalupe Rd, Ste 9	246.0	87	Worth Visiting	4.0	4.0		
768	B8GKsrIRRLChyFioejPINg	.99 Cent Pizza Place	1731 W Baseline Rd	18.0	8	At your own risk	4.1	4.0		
769	fkfVkLnoPNgVddCy0A41yA	Krispy Kreme Doughnuts	1984 W Main St	181.0	67	At your own risk	2.6	3.0		
770	WssZUiPMfcIcM7gdaySlZQ	McGrath's Fish House	1610 S Stapley Dr	19.0	13	Its your say finally!	2.2	2.0		
771	KUFwCVmFjxiYSvhcJBqi8g	The Notorious P.I.G.	816 S Staply Dr	1.0	6	At your own risk	2.5	2.0		
772	w3RH9W99ZIKvw0Qgibdn4w	Ginger Zing	3460 E Southern Ave, Ste 109	37.0	92	Worth Visiting	4.1	4.0		
773	1phJezq7O9-rQRd9HJCqFg	Echo 5 Sports Pub	2855 N Power Rd	223.0	85	Worth Visiting	3.4	3.0		
774	K8Y6VomlTyMBZP-lEfI6qQ	Bagel Nosh	1112 N Higley Rd, Ste 101	88.0	55	At your own risk	3.3	3.0		
775	-r-PA7uWXbpRPeuIZzO3bw	Village Inn	6813 E Main St	60.0	23	At your own risk	3.1	3.0		
776	D2y7jMJiU5abpRicNpoCww	Starbucks	1960 W Main St	30.0	6	At your own risk	2.5	2.0		
777	h0ac6veyDcX5OsiQd5Y1Rw	Gus's New York Pizza & Bar Mesa	2015 N  Power Rd, Ste 106	71.0	30	At your own risk	2.8	3.0		
778	NYTe202AJmEynCj4STfRow	Tia Rosa's Taqueria	1249 N Greenfield Rd, Ste 104	72.0	68	At your own risk	3.0	3.0		
779	32utfLQ5CnaRxGXtEJ0aZA	Simpleton's	2639 E Broadway Rd, Ste 105	57.0	30	At your own risk	2.6	3.0		
780	QO11sjFi4HlqtOVZZ5abyQ	Sunny World	4906 E Main St	5.0	11	At your own risk	3.5	3.0		
781	R_U8YA_SVt_3z_f6_jEPtA	Panera Bread	6555 E Southern Ave	22.0	5	Its your say finally!	2.0	2.0		
782	vgOzBujwf-bnvlG03WHBvA	Subway	322 E Brown Rd, Ste 105	12.0	3	Its your say finally!	2.3	2.0		
783	TggkxsvAxWs5HOfW1N9osw	The Grille	7555 E Eagle Crest Dr	61.0	28	At your own risk	3.6	4.0		
784	J8hNZEebgXK8-LWBXHVInA	Sarku Japan	6555 E Southern Ave	26.0	10	At your own risk	4.0	4.0		
785	L3t7UG4cC1-ar1jh96c1KQ	Streets of New York	6638 E Superstition Springs Blvd	9.0	5	Its your say finally!	1.4	1.0		
786	XhdshlTyqiLVMpCYt4H2QQ	Salads N Such	1140 S Country Club Dr, Ste 101	22.0	9	At your own risk	3.2	3.0		
787	A3KOvIWGMVq1ChqIXMEklA	Culver's	1909 S Country Club Dr	937.0	130	Worth Visiting	3.7	4.0		
788	bK7DXRrvaoJbivr4y0pH7A	Panda Express	1752 S Signal Butte Rd, Ste 111	52.0	27	At your own risk	2.5	3.0		
789	qYLwo_aPRRD9t2DkLgD9Mw	Julia's Mesquite Mexican Grill	1925 E Brown Rd	44.0	51	Worth Visiting	3.9	4.0		
790	9E3-IYSCRHlV4E99zswmVg	QuikTrip	5545 S Power Rd	47.0	12	Worth Visiting	4.6	5.0		
791	JO_hCJISMK3sz_RWhg2e0A	Iss' Magic Mixes	1941 W Guadalupe Rd, Ste 118	293.0	116	Must Visit!	4.8	5.0		
792	hRFKKf8jBnn4paxnNUK1hA	Hooters	1665 S Alma School Rd	295.0	79	At your own risk	2.5	3.0		
793	NO-kZ9See-AXcZDtssJMmw	Volcano Buffet	805 N Dobson Rd	70.0	45	At your own risk	3.1	3.0		
794	x_yrwPrJACZSiyLrOdODYA	Bisbee Breakfast Club	2909 S Dobson Rd, Ste 21	267.0	169	Worth Visiting	3.4	3.0		
795	Kz4WS00PcqOJgxfZawk4dQ	IL Forno Italian Restaurant	6606 E Mckellips Rd, Ste 104	197.0	127	Worth Visiting	3.4	3.0		
796	lkjgZcgbpbYR_mXoGXWmQw	RA Sushi Bar Restaurant	1652 S Val Vista Dr, Ste 101	841.0	247	Must Visit!	3.3	3.0		
797	Otn5tFO58w8FQz0TwCJTvA	Wendy's	2056 S Ellsworth Rd	33.0	15	At your own risk	2.7	3.0		
798	jPQxZTuFhuVHsu-DI4hm2A	Teriyaki Kitchen	2028 W Guadalupe Rd	30.0	81	Worth Visiting	4.1	4.0		
